Date,Open,High,Low,Close,Adj Close,Volume
2010-06-29,3128.550049,3145.0,3099.699951,3128.550049,3128.550049,4650
2010-06-30,3227.649902,3250.0,3042.149902,3227.649902,3227.649902,1296
2010-07-01,3175.0,3375.0,3175.0,3175.0,3175.0,2714
2010-07-02,3165.0,3220.949951,3108.100098,3165.0,3165.0,1240
2010-07-05,3375.0,3375.0,3375.0,3375.0,3375.0,0
2010-07-06,2998.050049,3014.5,2830.0,2998.050049,2998.050049,1578
2010-07-07,2826.5,2835.0,2823.800049,2826.5,2826.5,1642
2010-07-08,2686.0,2707.800049,2686.0,2686.0,2686.0,474
2010-07-09,2567.75,2650.0,2567.5,2567.75,2567.75,2504
2010-07-12,2577.399902,2620.0,2577.399902,2620.0,2620.0,500
2010-07-13,2515.0,2515.0,2515.0,2515.0,2515.0,101
2010-07-14,2574.399902,2594.699951,2553.050049,2574.399902,2574.399902,6924
2010-07-15,2612.800049,2695.0,2612.800049,2612.800049,2612.800049,4033
2010-07-16,2809.5,2811.0,2697.5,2809.5,2809.5,7042
2010-07-19,2780.0,2830.0,2765.5,2780.0,2780.0,1194
2010-07-20,2527.5,2796.550049,2525.0,2527.5,2527.5,7247
2010-07-21,2601.350098,2640.0,2480.0,2601.350098,2601.350098,5461
2010-07-22,2370.0,2470.0,2368.0,2370.0,2370.0,1713
2010-07-23,2315.449951,2406.25,2306.600098,2315.449951,2315.449951,16121
2010-07-26,2265.0,2265.0,2265.0,2265.0,2265.0,120
2010-07-27,2260.0,2278.75,2260.0,2260.0,2260.0,1102
2010-07-28,2330.0,2330.0,2272.0,2330.0,2330.0,3680
2010-07-29,2251.149902,2300.649902,2250.0,2251.149902,2251.149902,12110
2010-07-30,2235.0,2370.0,2235.0,2235.0,2235.0,14321
2010-08-02,2064.100098,2259.5,2050.0,2064.100098,2064.100098,5381
2010-08-03,2102.5,2166.800049,2065.0,2102.5,2102.5,16810
2010-08-04,2087.5,2087.5,2087.5,2087.5,2087.5,100
2010-08-05,2120.0,2120.0,2115.0,2120.0,2120.0,110
2010-08-06,2171.0,2171.0,2167.5,2167.5,2167.5,700
2010-08-09,2112.5,2112.5,2085.0,2085.0,2085.0,460
2010-08-10,2175.0,2230.0,2153.5,2175.0,2175.0,3602
2010-08-11,2398.550049,2413.5,2335.0,2398.550049,2398.550049,5228
2010-08-12,2380.0,2450.0,2380.0,2380.0,2380.0,990
2010-08-13,2352.5,2352.5,2347.5,2352.5,2352.5,410
2010-08-16,2279.25,2329.5,2279.25,2279.25,2279.25,1200
