Date,Open,High,Low,Close,Adj Close,Volume
2016-02-23,929.070007,929.070007,929.070007,929.070007,929.070007,13500
2016-07-08,1006.73999,1006.73999,1006.73999,1006.73999,1006.73999,19855
2016-09-02,1000.5,1000.5,1000.5,1000.5,1000.5,1481
2016-10-11,1009.0,1010.0,1009.0,1010.0,1010.0,1162
2016-10-18,996.7000119999999,996.7000119999999,996.7000119999999,996.7000119999999,996.7000119999999,1171
2016-10-20,995.0,995.0,995.0,995.0,995.0,1031
2016-10-24,995.0,995.0,995.0,995.0,995.0,187
2016-10-27,999.0,999.0,999.0,999.0,999.0,2000
2016-11-28,1063.699951,1063.699951,1063.699951,1063.699951,1063.699951,917
2016-12-15,1041.0,1041.0,1041.0,1041.0,1041.0,194
2017-01-11,1133.76001,1133.76001,1133.76001,1133.76001,1133.76001,145
2017-03-06,1007.4799800000001,1007.4799800000001,1007.4799800000001,1007.4799800000001,1007.4799800000001,5274
2017-03-15,990.919983,991.2000119999999,990.919983,991.2000119999999,991.2000119999999,2398
2017-04-04,974.3699949999999,974.3699949999999,974.3699949999999,974.3699949999999,974.3699949999999,10966
2017-04-27,989.7999880000001,989.7999880000001,989.2999880000001,989.2999880000001,989.2999880000001,1531
2017-05-08,987.849976,987.849976,987.849976,987.849976,987.849976,10745
2017-05-22,975.3800050000001,975.3800050000001,975.3800050000001,975.3800050000001,975.3800050000001,10836
2017-05-30,977.840027,977.840027,977.840027,977.840027,977.840027,13645
2017-06-07,959.9500119999999,959.9500119999999,959.9500119999999,959.9500119999999,959.9500119999999,13733
2017-06-14,955.0,955.0,955.0,955.0,955.0,48
2017-06-20,956.900024,956.900024,956.900024,956.900024,956.900024,143
2017-06-26,941.0,941.0,941.0,941.0,941.0,2020
2017-07-28,937.659973,937.659973,937.659973,937.659973,937.659973,65478
2017-08-07,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-08,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-09,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-10,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-11,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-14,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-15,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-16,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-17,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-18,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-21,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-22,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-23,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-24,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-25,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-28,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-29,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-30,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-08-31,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-01,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-04,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-05,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-06,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-07,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-08,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-11,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-12,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-13,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-14,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-15,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-18,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-19,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-20,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-21,937.659973,937.659973,937.659973,937.659973,937.659973,0
2017-09-22,935.900024,935.900024,935.900024,935.900024,935.900024,384
2017-09-25,935.900024,935.900024,935.900024,935.900024,935.900024,0
2017-09-26,935.900024,935.900024,935.900024,935.900024,935.900024,0
2017-09-27,935.900024,935.900024,935.900024,935.900024,935.900024,0
2017-09-28,935.900024,935.900024,935.900024,935.900024,935.900024,0
2017-09-29,935.900024,935.900024,935.900024,935.900024,935.900024,0
2017-10-02,935.900024,935.900024,935.900024,935.900024,935.900024,0
2017-10-03,935.900024,935.900024,935.900024,935.900024,935.900024,0
2017-10-04,935.900024,935.900024,935.900024,935.900024,935.900024,0
2017-10-05,935.900024,935.900024,935.900024,935.900024,935.900024,0
2017-10-06,935.900024,935.900024,935.900024,935.900024,935.900024,0
2017-10-09,935.900024,935.900024,935.900024,935.900024,935.900024,0
2017-10-10,935.900024,935.900024,935.900024,935.900024,935.900024,0
2017-10-11,935.900024,935.900024,935.900024,935.900024,935.900024,0
2017-10-12,989.7899779999999,989.7899779999999,989.7899779999999,989.7899779999999,989.7899779999999,37118
2017-10-13,989.7899779999999,989.7899779999999,989.7899779999999,989.7899779999999,989.7899779999999,0
2017-10-16,1010.7999880000001,1010.7999880000001,1008.2999880000001,1008.2999880000001,1008.2999880000001,14500
2017-10-17,1000.0,1000.0,994.0,994.0,994.0,12800
2017-10-18,994.0,994.0,994.0,994.0,994.0,0
2017-10-19,994.0,994.0,994.0,994.0,994.0,0
2017-10-20,994.0,994.0,994.0,994.0,994.0,0
2017-10-23,994.0,994.0,994.0,994.0,994.0,0
2017-10-24,994.0,994.0,994.0,994.0,994.0,0
2017-10-25,1002.0,1002.0,1002.0,1002.0,1002.0,5200
2017-10-26,1002.0,1002.0,1002.0,1002.0,1002.0,0
