Date,Open,High,Low,Close,Adj Close,Volume
2018-10-03,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,40
2018-10-04,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-05,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-08,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-09,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-10,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-11,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-12,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-15,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-16,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-17,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-18,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-19,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-22,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-23,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-24,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-25,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-26,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-29,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-30,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-10-31,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-01,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-05,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-06,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-07,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-08,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-09,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-12,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-13,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-14,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-15,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-16,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-20,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-21,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-22,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-23,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
2018-11-26,2333.149902,2333.149902,2333.149902,2333.149902,2333.149902,0
